,ID,Nombre,Edad,Sexo,Telefono,Email,Descripcion,Fumar,Municipio
36,877378,Óscar Hoz,85,Hombre,+34964241453,oscarhoz@hotmail.com,"¡Hola, soy Óscar! Tengo 85 años y me gusta viajar. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Tavernes Blanques, Spain"
37,935372,Alba Pardo,53,Mujer,+34846736386,albapardo@yahoo.com,"¡Hola, soy Alba! Tengo 53 años y me gusta practicar deporte. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Moncada, Spain"
38,520146,Lino Fabregat,46,Hombre,+34822704271,linofabregat@gmail.com,"¡Hola, soy Lino! Tengo 46 años y me gusta leer. Suelo escuchar música pop.",No me importa viajar con un fumador,"Alaquàs, Spain"
39,481136,Benjamín Seguí,39,Hombre,+34717854536,benjaminsegui@gmail.com,"¡Hola, soy Benjamín! Tengo 39 años y me gusta hacer senderismo. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Valencia, Spain"
40,981115,Ascensión Verdugo,85,Mujer,+34825951362,ascensionverdugo@yahoo.com,"¡Hola, soy Ascensión! Tengo 85 años y me gusta viajar. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Xirivella, Spain"
41,258511,Bernardino Talavera,65,Hombre,+34621501237,bernardinotalavera@yahoo.com,"¡Hola, soy Bernardino! Tengo 65 años y me gusta leer. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Xirivella, Spain"
42,173632,Cornelio Quiroga,22,Hombre,+34807217120,cornelioquiroga@yahoo.com,"¡Hola, soy Cornelio! Tengo 22 años y me gusta ver películas. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Moncada, Spain"
43,967700,Isabela Fábregas,34,Mujer,+34879365210,isabelafabregas@yahoo.com,"¡Hola, soy Isabela! Tengo 34 años y me gusta practicar deporte. Suelo escuchar música hip-hop.",No me importa viajar con un fumador,"Xirivella, Spain"
44,473451,Fernando Pérez,41,Hombre,+34878008113,fernandoperez@yahoo.com,"¡Hola, soy Fernando! Tengo 41 años y me gusta pintar. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Burjasot, Spain"
45,695519,Custodia Casares,49,Mujer,+34698468552,custodiacasares@yahoo.com,"¡Hola, soy Custodia! Tengo 49 años y me gusta hacer senderismo. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Alboraya, Spain"
46,743039,Urbano Aragonés,51,Hombre,+34888550580,urbanoaragones@hotmail.com,"¡Hola, soy Urbano! Tengo 51 años y me gusta leer. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Paterna, Spain"
47,508020,Eugenio Bernal,70,Hombre,+34869571983,eugeniobernal@yahoo.com,"¡Hola, soy Eugenio! Tengo 70 años y me gusta practicar deporte. Suelo escuchar música jazz.",Prefiero no viajar con un fumador,"Valencia, Spain"
48,312101,Mercedes Bejarano,30,Mujer,+34874567488,mercedesbejarano@gmail.com,"¡Hola, soy Mercedes! Tengo 30 años y me gusta pintar. Suelo escuchar música pop.",No me importa viajar con un fumador,"Valencia, Spain"
49,384122,Gala Amor,82,Mujer,+34742352129,galaamor@gmail.com,"¡Hola, soy Gala! Tengo 82 años y me gusta practicar deporte. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Alaquàs, Spain"
50,188277,Elpidio Carrión,28,Hombre,+34927045246,elpidiocarrion@gmail.com,"¡Hola, soy Elpidio! Tengo 28 años y me gusta practicar deporte. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Burjasot, Spain"
51,655761,María Teresa Juan,72,Mujer,+34838154473,mariateresajuan@gmail.com,"¡Hola, soy María! Tengo 72 años y me gusta tocar un instrumento musical. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Sedaví, Spain"
52,760512,Araceli Carbajo,85,Mujer,+34826765226,aracelicarbajo@gmail.com,"¡Hola, soy Araceli! Tengo 85 años y me gusta tocar un instrumento musical. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Torrent, Spain"
53,362750,Hipólito Gallego,26,Hombre,+34662128462,hipolitogallego@yahoo.com,"¡Hola, soy Hipólito! Tengo 26 años y me gusta salir a correr. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Torrent, Spain"
54,179183,Severiano Mayoral,20,Hombre,+34731964908,severianomayoral@hotmail.com,"¡Hola, soy Severiano! Tengo 20 años y me gusta pintar. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Paiporta, Spain"
55,437643,Ciríaco Menéndez,50,Hombre,+34923024436,ciriacomenendez@gmail.com,"¡Hola, soy Ciríaco! Tengo 50 años y me gusta pintar. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Torrent, Spain"
56,554367,Jose Ramón Arrieta,21,Hombre,+34820220831,joseramonarrieta@yahoo.com,"¡Hola, soy Jose! Tengo 21 años y me gusta ir al cine. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Valencia, Spain"
57,531295,Luis Miguel Falcó,70,Hombre,+34968513170,luismiguelfalco@hotmail.com,"¡Hola, soy Luis! Tengo 70 años y me gusta hacer senderismo. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Valencia, Spain"
58,329458,Fabricio Anguita,20,Hombre,+34800281067,fabricioanguita@hotmail.com,"¡Hola, soy Fabricio! Tengo 20 años y me gusta pintar. Suelo escuchar música pop.",No me importa viajar con un fumador,"Valencia, Spain"
59,805171,Fátima Múgica,70,Mujer,+34866611032,fatimamugica@hotmail.com,"¡Hola, soy Fátima! Tengo 70 años y me gusta pintar. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Valencia, Spain"
60,931157,Rosaura Cerdán,35,Mujer,+34901586446,rosauracerdan@gmail.com,"¡Hola, soy Rosaura! Tengo 35 años y me gusta ir al cine. Suelo escuchar música rock.",No me importa viajar con un fumador,"Aldaya, Spain"
61,997332,Juanito Ángel,47,Hombre,+34824099289,juanitoangel@hotmail.com,"¡Hola, soy Juanito! Tengo 47 años y me gusta practicar deporte. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Valencia, Spain"
62,587213,María Carmen Cadenas,24,Mujer,+34881870547,mariacarmencadenas@yahoo.com,"¡Hola, soy María! Tengo 24 años y me gusta salir a correr. Suelo escuchar música pop.",No me importa viajar con un fumador,"Mislata, Spain"
63,985096,Moisés Luís,85,Hombre,+34987995320,moisesluis@yahoo.com,"¡Hola, soy Moisés! Tengo 85 años y me gusta ir al cine. Suelo escuchar música electrónica.",Prefiero no viajar con un fumador,"Alfafar, Spain"
64,625783,Amancio Caballero,35,Hombre,+34936219139,amanciocaballero@yahoo.com,"¡Hola, soy Amancio! Tengo 35 años y me gusta salir a correr. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Valencia, Spain"
65,823755,Borja Velázquez,66,Hombre,+34825783875,borjavelazquez@yahoo.com,"¡Hola, soy Borja! Tengo 66 años y me gusta hacer senderismo. Suelo escuchar música jazz.",Prefiero no viajar con un fumador,"Valencia, Spain"
66,934686,Marciano Rico,33,Hombre,+34884572310,marcianorico@hotmail.com,"¡Hola, soy Marciano! Tengo 33 años y me gusta salir a correr. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Valencia, Spain"
67,498051,Juan Cobo,83,Hombre,+34800222628,juancobo@gmail.com,"¡Hola, soy Juan! Tengo 83 años y me gusta cocinar. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Valencia, Spain"
68,920570,Liliana España,38,Mujer,+34978807245,lilianaespana@hotmail.com,"¡Hola, soy Liliana! Tengo 38 años y me gusta practicar deporte. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Burjasot, Spain"
69,346834,José Antonio Ródenas,72,Hombre,+34820676506,joseantoniorodenas@yahoo.com,"¡Hola, soy José! Tengo 72 años y me gusta viajar. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Alboraya, Spain"
70,454324,Obdulia Borja,34,Mujer,+34971701055,obduliaborja@yahoo.com,"¡Hola, soy Obdulia! Tengo 34 años y me gusta tocar un instrumento musical. Suelo escuchar música indie.",No me importa viajar con un fumador,"Paterna, Spain"
71,845504,Roque Gómez,19,Hombre,+34977953022,roquegomez@hotmail.com,"¡Hola, soy Roque! Tengo 19 años y me gusta ir al cine. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Valencia, Spain"
72,966428,Jacobo Francisco,74,Hombre,+34976605245,jacobofrancisco@hotmail.com,"¡Hola, soy Jacobo! Tengo 74 años y me gusta tocar un instrumento musical. Suelo escuchar música electrónica.",Prefiero no viajar con un fumador,"Paterna, Spain"
73,473911,Fabricio Bellido,55,Hombre,+34874018280,fabriciobellido@hotmail.com,"¡Hola, soy Fabricio! Tengo 55 años y me gusta viajar. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Valencia, Spain"
74,551968,Jose Carlos Villalba,20,Hombre,+34945713253,josecarlosvillalba@yahoo.com,"¡Hola, soy Jose! Tengo 20 años y me gusta leer. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Quart de Poblet, Spain"
75,884026,Octavia Ribera,83,Mujer,+34979161586,octaviaribera@gmail.com,"¡Hola, soy Octavia! Tengo 83 años y me gusta practicar deporte. Suelo escuchar música rock.",No me importa viajar con un fumador,"Tavernes Blanques, Spain"
76,205103,Clímaco Jimenez,83,Hombre,+34835231167,climacojimenez@hotmail.com,"¡Hola, soy Clímaco! Tengo 83 años y me gusta salir a correr. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Catarroja, Spain"
77,860456,Isa Salvà,60,Mujer,+34800601486,isasalva@yahoo.com,"¡Hola, soy Isa! Tengo 60 años y me gusta tocar un instrumento musical. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Valencia, Spain"
78,496756,Serafina Márquez,64,Mujer,+34925159210,serafinamarquez@yahoo.com,"¡Hola, soy Serafina! Tengo 64 años y me gusta cocinar. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Alboraya, Spain"
79,448071,Genoveva Vall,60,Mujer,+34743454259,genovevavall@yahoo.com,"¡Hola, soy Genoveva! Tengo 60 años y me gusta leer. Suelo escuchar música electrónica.",No me importa viajar con un fumador,"Tavernes Blanques, Spain"
80,671462,Fernanda Gonzalo,51,Mujer,+34749723537,fernandagonzalo@hotmail.com,"¡Hola, soy Fernanda! Tengo 51 años y me gusta cocinar. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Quart de Poblet, Spain"
81,925394,Consuela Miguel,43,Mujer,+34847377577,consuelamiguel@yahoo.com,"¡Hola, soy Consuela! Tengo 43 años y me gusta cocinar. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Aldaya, Spain"
82,568665,Sancho Lerma,50,Hombre,+34900167195,sancholerma@yahoo.com,"¡Hola, soy Sancho! Tengo 50 años y me gusta salir a correr. Suelo escuchar música indie.",No me importa viajar con un fumador,"Quart de Poblet, Spain"
83,355584,Lorenzo Castelló,22,Hombre,+34807268794,lorenzocastello@hotmail.com,"¡Hola, soy Lorenzo! Tengo 22 años y me gusta ir al cine. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Sedaví, Spain"
84,294578,Custodia Manso,42,Mujer,+34984361968,custodiamanso@gmail.com,"¡Hola, soy Custodia! Tengo 42 años y me gusta practicar deporte. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Valencia, Spain"
85,839051,Flor Solana,19,Mujer,+34843259224,florsolana@yahoo.com,"¡Hola, soy Flor! Tengo 19 años y me gusta ir al cine. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Manises, Spain"
86,587356,Calixta Cueto,51,Mujer,+34884939343,calixtacueto@hotmail.com,"¡Hola, soy Calixta! Tengo 51 años y me gusta hacer senderismo. Suelo escuchar música pop.",No me importa viajar con un fumador,"Xirivella, Spain"
87,897709,Martirio Avilés,27,Mujer,+34902397022,martirioaviles@yahoo.com,"¡Hola, soy Martirio! Tengo 27 años y me gusta tocar un instrumento musical. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Valencia, Spain"
88,452722,María Cuéllar,27,Hombre,+34800130531,mariacuellar@gmail.com,"¡Hola, soy María! Tengo 27 años y me gusta pintar. Suelo escuchar música pop.",No me importa viajar con un fumador,"Torrent, Spain"
89,567375,Yago Serrano,85,Hombre,+34849188093,yagoserrano@hotmail.com,"¡Hola, soy Yago! Tengo 85 años y me gusta salir a correr. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Torrent, Spain"
90,274450,Aroa Ribas,85,Mujer,+34879427295,aroaribas@hotmail.com,"¡Hola, soy Aroa! Tengo 85 años y me gusta hacer senderismo. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Valencia, Spain"
91,756492,Gloria Alsina,78,Mujer,+34979466929,gloriaalsina@gmail.com,"¡Hola, soy Gloria! Tengo 78 años y me gusta viajar. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Valencia, Spain"
92,425016,Clemente Granados,67,Hombre,+34971829328,clementegranados@gmail.com,"¡Hola, soy Clemente! Tengo 67 años y me gusta tocar un instrumento musical. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Valencia, Spain"
93,892150,Cristina Valenzuela,49,Mujer,+34831420763,cristinavalenzuela@hotmail.com,"¡Hola, soy Cristina! Tengo 49 años y me gusta practicar deporte. Suelo escuchar música jazz.",Prefiero no viajar con un fumador,"Tavernes Blanques, Spain"
94,942540,Melchor Guardiola,60,Hombre,+34951448443,melchorguardiola@gmail.com,"¡Hola, soy Melchor! Tengo 60 años y me gusta leer. Suelo escuchar música reggaeton.",No me importa viajar con un fumador,"Alboraya, Spain"
95,310483,Martin Fuente,45,Hombre,+34701684712,martinfuente@yahoo.com,"¡Hola, soy Martin! Tengo 45 años y me gusta cocinar. Suelo escuchar música reggaeton.",Prefiero no viajar con un fumador,"Valencia, Spain"
96,186649,Etelvina Vargas,17,Mujer,+34968417024,etelvinavargas@yahoo.com,"¡Hola, soy Etelvina! Tengo 17 años y me gusta tocar un instrumento musical. Suelo escuchar música clásica.",No me importa viajar con un fumador,"Valencia, Spain"
97,962913,Bernardo Sainz,60,Hombre,+34975417755,bernardosainz@gmail.com,"¡Hola, soy Bernardo! Tengo 60 años y me gusta leer. Suelo escuchar música pop.",No me importa viajar con un fumador,"Quart de Poblet, Spain"
98,847395,Cristina Palmer,23,Mujer,+34882498110,cristinapalmer@hotmail.com,"¡Hola, soy Cristina! Tengo 23 años y me gusta cocinar. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Alboraya, Spain"
99,503474,Pepe Oliver,75,Hombre,+34972762232,pepeoliver@hotmail.com,"¡Hola, soy Pepe! Tengo 75 años y me gusta salir a correr. Suelo escuchar música jazz.",Prefiero no viajar con un fumador,"Valencia, Spain"
100,328152,Nicolás Márquez,70,Hombre,+34973283656,nicolasmarquez@gmail.com,"¡Hola, soy Nicolás! Tengo 70 años y me gusta practicar deporte. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Catarroja, Spain"
101,987622,Efraín Pazos,62,Hombre,+34944860373,efrainpazos@hotmail.com,"¡Hola, soy Efraín! Tengo 62 años y me gusta viajar. Suelo escuchar música pop.",Prefiero no viajar con un fumador,"Aldaya, Spain"
102,273394,María Belén Gras,74,Mujer,+34924795075,mariabelengras@yahoo.com,"¡Hola, soy María! Tengo 74 años y me gusta cocinar. Suelo escuchar música pop.",No me importa viajar con un fumador,"Valencia, Spain"
103,360078,Nicanor Balaguer,41,Hombre,+34724242722,nicanorbalaguer@gmail.com,"¡Hola, soy Nicanor! Tengo 41 años y me gusta hacer senderismo. Suelo escuchar música electrónica.",Prefiero no viajar con un fumador,"Xirivella, Spain"
104,292596,Luisa Casares,65,Mujer,+34886687069,luisacasares@yahoo.com,"¡Hola, soy Luisa! Tengo 65 años y me gusta ir al cine. Suelo escuchar música pop.",Prefiero no viajar con un fumador,"Torrent, Spain"
105,943384,Dora Morcillo,70,Mujer,+34843137415,doramorcillo@gmail.com,"¡Hola, soy Dora! Tengo 70 años y me gusta practicar deporte. Suelo escuchar música hip-hop.",No me importa viajar con un fumador,"Valencia, Spain"
106,913975,Horacio Lobato,81,Hombre,+34974879003,horaciolobato@gmail.com,"¡Hola, soy Horacio! Tengo 81 años y me gusta salir a correr. Suelo escuchar música rock.",No me importa viajar con un fumador,"Manises, Spain"
107,351306,Jesús Roman,39,Hombre,+34826870995,jesusroman@gmail.com,"¡Hola, soy Jesús! Tengo 39 años y me gusta ir al cine. Suelo escuchar música rock.",No me importa viajar con un fumador,"Alboraya, Spain"
108,131948,Clemente Girona,64,Hombre,+34820188878,clementegirona@hotmail.com,"¡Hola, soy Clemente! Tengo 64 años y me gusta ver películas. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Sedaví, Spain"
109,780232,Leonor Manuel,54,Mujer,+34871563893,leonormanuel@gmail.com,"¡Hola, soy Leonor! Tengo 54 años y me gusta practicar deporte. Suelo escuchar música rock-pop.",Prefiero no viajar con un fumador,"Valencia, Spain"
110,314490,Alexandra Villanueva,50,Mujer,+34901474286,alexandravillanueva@yahoo.com,"¡Hola, soy Alexandra! Tengo 50 años y me gusta pintar. Suelo escuchar música hip-hop.",Prefiero no viajar con un fumador,"Mislata, Spain"
111,271153,Bernardino Huertas,24,Hombre,+34822535197,bernardinohuertas@gmail.com,"¡Hola, soy Bernardino! Tengo 24 años y me gusta practicar deporte. Suelo escuchar música rock.",Prefiero no viajar con un fumador,"Valencia, Spain"
112,499024,Pelayo Almansa,23,Hombre,+34803965123,pelayoalmansa@yahoo.com,"¡Hola, soy Pelayo! Tengo 23 años y me gusta viajar. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Alaquàs, Spain"
113,369016,Miguel Ángel Requena,55,Hombre,+34971943954,miguelangelrequena@yahoo.com,"¡Hola, soy Miguel! Tengo 55 años y me gusta salir a correr. Suelo escuchar música jazz.",No me importa viajar con un fumador,"Alaquàs, Spain"
114,767640,Marisela Iñiguez,76,Mujer,+34978589527,mariselainiguez@yahoo.com,"¡Hola, soy Marisela! Tengo 76 años y me gusta salir a correr. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Quart de Poblet, Spain"
115,788274,Juan Francisco Barón,48,Hombre,+34842260567,juanfranciscobaron@hotmail.com,"¡Hola, soy Juan! Tengo 48 años y me gusta practicar deporte. Suelo escuchar música pop.",No me importa viajar con un fumador,"Xirivella, Spain"
116,455609,Curro Gallart,51,Hombre,+34733329243,currogallart@yahoo.com,"¡Hola, soy Curro! Tengo 51 años y me gusta viajar. Suelo escuchar música clásica.",Prefiero no viajar con un fumador,"Alaquàs, Spain"
117,512175,Bruno Vilaplana,61,Hombre,+34941301993,brunovilaplana@hotmail.com,"¡Hola, soy Bruno! Tengo 61 años y me gusta salir a correr. Suelo escuchar música indie.",Prefiero no viajar con un fumador,"Tavernes Blanques, Spain"
118,167447,Candela Huerta,75,Mujer,+34981553668,candelahuerta@gmail.com,"¡Hola, soy Candela! Tengo 75 años y me gusta cocinar. Suelo escuchar música rock-pop.",No me importa viajar con un fumador,"Benetúser, Spain"
119,791162,Julio César Mercader,60,Hombre,+34941296253,juliocesarmercader@yahoo.com,"¡Hola, soy Julio! Tengo 60 años y me gusta hacer senderismo. Suelo escuchar música hip-hop.",No me importa viajar con un fumador,"Valencia, Spain"
